time,0,1,2,3
2014-10-14 21:07:00,-0.5738570228402983,0.9771138743726192,-0.6426014268933729,1.3026895255585653
2014-10-14 21:07:01,-0.5601031730518319,0.923132131014433,-0.7291855074163375,1.3029197979921867
2014-10-14 21:07:02,-0.567276163127457,0.9266884698724485,-0.717527863258878,1.3020752666416793
2014-10-14 21:07:03,-0.5908016367407593,0.9459390624570427,-0.6778294152235732,1.305105359731543
2014-10-14 21:07:04,-0.6677229499756058,0.9442925671562804,-0.707500960910497,1.3557654664432195
2014-10-14 21:07:05,-0.7058948601864199,0.9176974830991051,-0.6542505451858351,1.3298496155580901
2014-10-14 21:07:06,-0.6883918242423116,0.9045090708550045,-0.6651917295467217,1.3170041761513136
2014-10-14 21:07:07,-0.6459152333421214,0.9078517141754394,-0.674387704814752,1.3023824323139497
2014-10-14 21:07:08,-0.5706911845177006,1.030085782917996,-0.6739694738962615,1.3568345514468596
2014-10-14 21:07:09,-0.4564568395619488,1.04973223207781,-0.6611424918684748,1.3218925826253811
2014-10-14 21:07:10,-0.1746201633282116,1.0580550238632598,-0.704717932961086,1.2831991271817482
2014-10-14 21:07:11,0.088004502511339,1.1214236105700093,-0.7082826365186822,1.3292855223765885
2014-10-14 21:07:12,0.2665260825106784,1.1276543977605662,-0.6861190906488212,1.34662541190934
2014-10-14 21:07:13,0.40227354267347903,1.0972667349640364,-0.6791036071221324,1.351665639128257
2014-10-14 21:07:14,0.49755091532251644,1.054954852836524,-0.667617663890339,1.3439494038095332
2014-10-14 21:07:15,0.633587121891926,0.9987953536331998,-0.5925159917955265,1.322913451439662
2014-10-14 21:07:16,0.7113306777876315,0.8981221416391046,-0.6941075460876195,1.339552163971228
2014-10-14 21:07:17,0.7296867372018224,0.85416376421083,-0.7122931485427499,1.3301879566437218
2014-10-14 21:07:18,0.7555103881180738,0.820242306900043,-0.7032116405584972,1.3183702059740274
2014-10-14 21:07:19,0.7997325892973923,0.8926424050362597,-0.6466199210871642,1.3618002790424153
2014-10-14 21:07:20,0.7842419117595373,0.9366143366521104,-0.6695656862604843,1.3930541985149034
2014-10-14 21:07:21,0.7291341701780016,0.9378920837528045,-0.695285409822944,1.3764810205738398
2014-10-14 21:07:22,0.7322912259708597,0.931816349224735,-0.6829113058689114,1.367808466123821
2014-10-14 21:07:23,0.762130811169878,0.900414287584002,-0.6978615459961509,1.3706202975295527
2014-10-14 21:07:24,0.791409046815336,0.8936929024117974,-0.652061896446663,1.3602205703487946
2014-10-14 21:07:25,0.762722941532662,0.9472833532261571,-0.6345927537881054,1.3717871555019021
2014-10-14 21:07:26,0.7647294449190889,0.9387017772156097,-0.6393182693510313,1.369196844869283
2014-10-14 21:07:27,0.7360374846165885,0.952927132647672,-0.5926876927211929,1.342050669684271
2014-10-14 21:07:28,0.7423545237122178,0.9604582112826817,-0.5825202017987682,1.3464397498588638
2014-10-14 21:07:29,0.7558474803933853,0.9841154987508246,-0.5985910720194434,1.377715500384604
2014-10-14 21:07:30,0.7062037544373965,1.0236942896707024,-0.6068988865652343,1.3838352503098046
2014-10-14 21:07:31,0.7475356479509818,1.0638961868909569,-0.6623559153215038,1.4592463808418368
2014-10-14 21:07:32,0.6864054687002522,1.0712361143321447,-0.6593183752095456,1.4329689459300923
2014-10-14 21:07:33,0.6697554562262266,1.0536545613920714,-0.655621608942903,1.4101772938180503
2014-10-14 21:07:34,0.6356053353180058,1.0689439683872473,-0.6555643753010143,1.4058449416631977
2014-10-14 21:07:35,0.6089257334217585,1.1139528431910595,-0.6428207482053826,1.4229898102235305
